"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay","id","Date"
2008,6,15,7,646,645,906,915,"XE",2247,"N14543",140,150,123,-9,1,"ORD","IAH",925,8,9,0,"",0,NA,NA,NA,NA,NA,121416951,"2008/6/15"
2008,6,12,4,1207,1210,1449,1455,"XE",2647,"N13566",162,165,137,-6,-3,"ORD","IAH",925,11,14,0,"",0,NA,NA,NA,NA,NA,121417174,"2008/6/12"
2008,6,20,5,645,645,920,917,"XE",2247,"N15572",155,152,134,3,0,"ORD","IAH",925,7,14,0,"",0,NA,NA,NA,NA,NA,121417764,"2008/6/20"
2008,6,29,7,1203,1210,1503,1455,"XE",2647,"N12564",180,165,158,8,-7,"ORD","IAH",925,6,16,0,"",0,NA,NA,NA,NA,NA,121418158,"2008/6/29"
2008,6,25,3,824,830,1046,1045,"XE",2322,"N15983",82,75,53,1,-6,"ORD","CLE",316,4,25,0,"",0,NA,NA,NA,NA,NA,121418327,"2008/6/25"
2008,6,5,4,1253,1205,1554,1449,"XE",2647,"N14904",181,164,144,65,48,"ORD","IAH",925,14,23,0,"",0,0,0,19,0,46,121418782,"2008/6/5"
2008,6,17,2,1213,1210,1445,1455,"XE",2647,"N14993",152,165,128,-10,3,"ORD","IAH",925,15,9,0,"",0,NA,NA,NA,NA,NA,121418869,"2008/6/17"
2008,6,1,7,1218,1205,1510,1449,"XE",2647,"N13995",172,164,144,21,13,"ORD","IAH",925,10,18,0,"",0,0,0,11,0,10,121419342,"2008/6/1"
2008,6,28,6,1236,1210,1525,1453,"XE",2647,"N13538",169,163,149,32,26,"ORD","IAH",925,5,15,0,"",0,0,0,6,0,26,121419629,"2008/6/28"
2008,6,4,3,637,645,934,920,"XE",2247,"N21154",177,155,156,14,-8,"ORD","IAH",925,8,13,0,"",0,NA,NA,NA,NA,NA,121419841,"2008/6/4"
2008,6,2,1,824,830,1043,1045,"XE",2736,"N12946",79,75,54,-2,-6,"ORD","CLE",316,4,21,0,"",0,NA,NA,NA,NA,NA,121420018,"2008/6/2"
2008,6,11,3,638,645,903,920,"XE",2247,"N11119",145,155,123,-17,-7,"ORD","IAH",925,6,16,0,"",0,NA,NA,NA,NA,NA,121420173,"2008/6/11"
2008,6,6,5,2313,2000,119,2208,"XE",2163,"N14953",66,68,46,191,193,"ORD","CLE",316,6,14,0,"",0,3,0,0,0,188,121420242,"2008/6/6"
2008,6,18,3,2034,2000,2252,2214,"XE",2163,"N11539",78,74,50,38,34,"ORD","CLE",316,5,23,0,"",0,0,0,6,0,32,121420364,"2008/6/18"
2008,6,25,3,2043,2000,2300,2214,"XE",2163,"N27962",77,74,51,46,43,"ORD","CLE",316,6,20,0,"",0,0,0,3,0,43,121420410,"2008/6/25"
2008,6,16,1,643,645,922,917,"XE",2247,"N13132",159,152,130,5,-2,"ORD","IAH",925,14,15,0,"",0,NA,NA,NA,NA,NA,121420485,"2008/6/16"
2008,6,6,5,1204,1205,1503,1449,"XE",2647,"N15973",179,164,151,14,-1,"ORD","IAH",925,11,17,0,"",0,NA,NA,NA,NA,NA,121420640,"2008/6/6"
2008,6,12,4,2105,2000,2332,2214,"XE",2163,"N12900",87,74,52,78,65,"ORD","CLE",316,7,28,0,"",0,0,0,13,0,65,121420832,"2008/6/12"
2008,6,21,6,1303,1235,1731,1605,"XE",1292,"N22971",208,150,125,86,28,"ORD","EWR",719,21,62,0,"",0,0,0,86,0,0,121421560,"2008/6/21"
2008,6,18,3,1232,1210,1458,1455,"XE",2647,"N16963",146,165,123,3,22,"ORD","IAH",925,10,13,0,"",0,NA,NA,NA,NA,NA,121421580,"2008/6/18"
2008,6,2,1,1948,2000,2151,2208,"XE",2163,"N13965",63,68,45,-17,-12,"ORD","CLE",316,7,11,0,"",0,NA,NA,NA,NA,NA,121422129,"2008/6/2"
2008,6,18,3,822,830,1032,1045,"XE",2322,"N15910",70,75,58,-13,-8,"ORD","CLE",316,4,8,0,"",0,NA,NA,NA,NA,NA,121422301,"2008/6/18"
2008,6,26,4,2227,2000,56,2214,"XE",2163,"N14542",89,74,50,162,147,"ORD","CLE",316,5,34,0,"",0,0,0,17,0,145,121422321,"2008/6/26"
2008,6,7,6,728,645,1027,920,"XE",2247,"N34111",179,155,150,67,43,"ORD","IAH",925,9,20,0,"",0,43,0,24,0,0,121423214,"2008/6/7"
2008,6,1,7,2009,2000,2223,2208,"XE",2163,"N14573",74,68,47,15,9,"ORD","CLE",316,6,21,0,"",0,0,0,6,0,9,121423499,"2008/6/1"
2008,6,22,7,1240,1210,1522,1455,"XE",2647,"N14923",162,165,133,27,30,"ORD","IAH",925,9,20,0,"",0,27,0,0,0,0,121423527,"2008/6/22"
2008,6,23,1,639,645,904,917,"XE",2247,"N13538",145,152,127,-13,-6,"ORD","IAH",925,5,13,0,"",0,NA,NA,NA,NA,NA,121423595,"2008/6/23"
2008,6,12,4,641,645,904,917,"XE",2247,"N17115",143,152,127,-13,-4,"ORD","IAH",925,5,11,0,"",0,NA,NA,NA,NA,NA,121423606,"2008/6/12"
2008,6,2,1,1215,1205,1446,1449,"XE",2647,"N15985",151,164,125,-3,10,"ORD","IAH",925,7,19,0,"",0,NA,NA,NA,NA,NA,121423613,"2008/6/2"
2008,6,27,5,826,830,1056,1045,"XE",2322,"N16541",90,75,54,11,-4,"ORD","CLE",316,15,21,0,"",0,NA,NA,NA,NA,NA,121423750,"2008/6/27"
2008,6,11,3,1205,1205,1445,1449,"XE",2647,"N13979",160,164,125,-4,0,"ORD","IAH",925,21,14,0,"",0,NA,NA,NA,NA,NA,121423899,"2008/6/11"
2008,6,22,7,2033,2000,2256,2214,"XE",2163,"N13970",83,74,50,42,33,"ORD","CLE",316,6,27,0,"",0,0,0,10,0,32,121424548,"2008/6/22"
2008,6,8,7,643,645,930,920,"XE",2247,"N11137",167,155,139,10,-2,"ORD","IAH",925,13,15,0,"",0,NA,NA,NA,NA,NA,121424899,"2008/6/8"
2008,6,4,3,825,830,1037,1045,"XE",2736,"N14945",72,75,56,-8,-5,"ORD","CLE",316,3,13,0,"",0,NA,NA,NA,NA,NA,121425128,"2008/6/4"
2008,6,30,1,1222,1210,1443,1455,"XE",2647,"N13566",141,165,126,-12,12,"ORD","IAH",925,6,9,0,"",0,NA,NA,NA,NA,NA,121425180,"2008/6/30"
2008,6,12,4,824,830,1033,1045,"XE",2322,"N14993",69,75,54,-12,-6,"ORD","CLE",316,6,9,0,"",0,NA,NA,NA,NA,NA,121425381,"2008/6/12"
2008,6,30,1,823,830,1039,1045,"XE",2322,"N13997",76,75,54,-6,-7,"ORD","CLE",316,5,17,0,"",0,NA,NA,NA,NA,NA,121425636,"2008/6/30"
2008,6,13,5,1315,1210,1647,1455,"XE",2647,"N14960",212,165,171,112,65,"ORD","IAH",925,14,27,0,"",0,0,0,48,0,64,121425794,"2008/6/13"
2008,6,3,2,2126,2000,2336,2208,"XE",2163,"N15572",70,68,48,88,86,"ORD","CLE",316,4,18,0,"",0,0,0,2,0,86,121425862,"2008/6/3"
2008,6,29,7,645,645,916,915,"XE",2247,"N29917",151,150,132,1,0,"ORD","IAH",925,7,12,0,"",0,NA,NA,NA,NA,NA,121426639,"2008/6/29"
2008,6,9,1,2107,2000,2323,2208,"XE",2163,"N14960",76,68,48,75,67,"ORD","CLE",316,4,24,0,"",0,0,0,8,0,67,121426937,"2008/6/9"
2008,6,14,6,1211,1210,1459,1453,"XE",2647,"N13965",168,163,151,6,1,"ORD","IAH",925,5,12,0,"",0,NA,NA,NA,NA,NA,121426990,"2008/6/14"
2008,6,10,2,2058,2000,2300,2208,"XE",2163,"N15910",62,68,46,52,58,"ORD","CLE",316,4,12,0,"",0,0,0,2,0,50,121427406,"2008/6/10"
2008,6,4,3,1234,1205,1507,1449,"XE",2647,"N15973",153,164,132,18,29,"ORD","IAH",925,7,14,0,"",0,0,0,0,0,18,121427678,"2008/6/4"
2008,6,7,6,1101,1055,1413,1414,"XE",1282,"N11565",132,139,98,-1,6,"ORD","EWR",719,8,26,0,"",0,NA,NA,NA,NA,NA,121427840,"2008/6/7"
2008,6,18,3,642,645,912,917,"XE",2247,"N19966",150,152,125,-5,-3,"ORD","IAH",925,11,14,0,"",0,NA,NA,NA,NA,NA,121428400,"2008/6/18"
2008,6,23,1,1957,2000,2208,2214,"XE",2163,"N16911",71,74,50,-6,-3,"ORD","CLE",316,5,16,0,"",0,NA,NA,NA,NA,NA,121429417,"2008/6/23"
2008,6,10,2,1209,1205,1450,1449,"XE",2647,"N13566",161,164,136,1,4,"ORD","IAH",925,6,19,0,"",0,NA,NA,NA,NA,NA,121429488,"2008/6/10"
2008,6,3,2,636,645,953,920,"XE",2247,"N24128",197,155,148,33,-9,"ORD","IAH",925,12,37,0,"",0,0,0,33,0,0,121429894,"2008/6/3"
2008,6,21,6,1207,1210,1441,1453,"XE",2647,"N14542",154,163,128,-12,-3,"ORD","IAH",925,10,16,0,"",0,NA,NA,NA,NA,NA,121430279,"2008/6/21"
2008,6,13,5,901,830,1108,1045,"XE",2322,"N16999",67,75,53,23,31,"ORD","CLE",316,4,10,0,"",0,0,0,3,0,20,121430343,"2008/6/13"
2008,6,5,4,2141,2000,2351,2208,"XE",2163,"N16541",70,68,50,103,101,"ORD","CLE",316,4,16,0,"",0,0,0,2,0,101,121430388,"2008/6/5"
2008,6,16,1,1210,1210,1444,1455,"XE",2647,"N14902",154,165,129,-11,0,"ORD","IAH",925,6,19,0,"",0,NA,NA,NA,NA,NA,121430425,"2008/6/16"
2008,6,27,5,2009,2000,2335,2214,"XE",2163,"N16961",146,74,49,81,9,"ORD","CLE",316,6,91,0,"",0,0,0,81,0,0,121430505,"2008/6/27"
2008,6,23,1,1232,1210,1500,1455,"XE",2647,"N13978",148,165,126,5,22,"ORD","IAH",925,8,14,0,"",0,NA,NA,NA,NA,NA,121430716,"2008/6/23"
2008,6,5,4,641,645,912,920,"XE",2247,"N25134",151,155,131,-8,-4,"ORD","IAH",925,9,11,0,"",0,NA,NA,NA,NA,NA,121430854,"2008/6/5"
2008,6,19,4,2001,2000,2211,2214,"XE",2163,"N14991",70,74,49,-3,1,"ORD","CLE",316,5,16,0,"",0,NA,NA,NA,NA,NA,121431113,"2008/6/19"
2008,6,25,3,638,645,926,917,"XE",2247,"N17984",168,152,153,9,-7,"ORD","IAH",925,3,12,0,"",0,NA,NA,NA,NA,NA,121431183,"2008/6/25"
2008,6,8,7,1206,1205,1713,1449,"XE",2647,"N16954",307,164,145,144,1,"ORD","IAH",925,7,155,0,"",0,0,0,144,0,0,121431435,"2008/6/8"
2008,6,17,2,2106,2000,2324,2214,"XE",2163,"N15910",78,74,49,70,66,"ORD","CLE",316,5,24,0,"",0,0,0,4,0,66,121431579,"2008/6/17"
2008,6,13,5,644,645,1005,917,"XE",2247,"N16981",201,152,176,48,-1,"ORD","IAH",925,8,17,0,"",0,0,0,48,0,0,121431623,"2008/6/13"
2008,6,3,2,1253,1205,1535,1449,"XE",2647,"N27152",162,164,127,46,48,"ORD","IAH",925,7,28,0,"",0,0,0,0,0,46,121431780,"2008/6/3"
2008,6,13,5,2352,2000,154,2214,"XE",2163,"N27962",62,74,47,220,232,"ORD","CLE",316,5,10,0,"",0,0,0,6,0,214,121431905,"2008/6/13"
2008,6,8,7,2139,2000,2354,2208,"XE",2163,"N12160",75,68,47,106,99,"ORD","CLE",316,7,21,0,"",0,8,0,7,0,91,121432130,"2008/6/8"
2008,6,16,1,2016,2000,2233,2214,"XE",2163,"N12900",77,74,48,19,16,"ORD","CLE",316,8,21,0,"",0,6,0,3,0,10,121432307,"2008/6/16"
2008,6,19,4,635,645,904,917,"XE",2247,"N13997",149,152,127,-13,-10,"ORD","IAH",925,9,13,0,"",0,NA,NA,NA,NA,NA,121432531,"2008/6/19"
2008,6,20,5,823,830,1038,1045,"XE",2322,"N14991",75,75,57,-7,-7,"ORD","CLE",316,5,13,0,"",0,NA,NA,NA,NA,NA,121432593,"2008/6/20"
2008,6,25,3,1241,1210,1545,1455,"XE",2647,"N14902",184,165,133,50,31,"ORD","IAH",925,9,42,0,"",0,0,0,19,0,31,121432628,"2008/6/25"
2008,6,10,2,639,645,940,920,"XE",2247,"N21154",181,155,158,20,-6,"ORD","IAH",925,9,14,0,"",0,0,0,20,0,0,121432877,"2008/6/10"
2008,6,28,6,1251,1235,1556,1605,"XE",1292,"N14905",125,150,99,-9,16,"ORD","EWR",719,8,18,0,"",0,NA,NA,NA,NA,NA,121432967,"2008/6/28"
2008,6,24,2,1954,2000,2214,2214,"XE",2163,"N12957",80,74,49,0,-6,"ORD","CLE",316,4,27,0,"",0,NA,NA,NA,NA,NA,121433203,"2008/6/24"
2008,6,15,7,1405,1210,1635,1455,"XE",2647,"N14960",150,165,128,100,115,"ORD","IAH",925,9,13,0,"",0,0,0,0,0,100,121433210,"2008/6/15"
2008,6,1,7,1707,1640,1949,1931,"YV",7148,"N75994",102,111,85,18,27,"ORD","ABE",654,4,13,0,"",0,18,0,0,0,0,121433703,"2008/6/1"
2008,6,1,7,1948,1952,2242,2243,"YV",7297,"N75993",114,111,83,-1,-4,"ORD","ABE",654,5,26,0,"",0,NA,NA,NA,NA,NA,121433704,"2008/6/1"
2008,6,1,7,2122,2130,2211,2222,"YV",7053,"N27172",49,52,32,-11,-8,"ORD","ATW",160,3,14,0,"",0,NA,NA,NA,NA,NA,121433705,"2008/6/1"
2008,6,1,7,1440,1445,1532,1539,"YV",7061,"N27173",52,54,32,-7,-5,"ORD","ATW",160,2,18,0,"",0,NA,NA,NA,NA,NA,121433706,"2008/6/1"
2008,6,1,7,1638,1647,1732,1741,"YV",7085,"N27185",54,54,30,-9,-9,"ORD","ATW",160,3,21,0,"",0,NA,NA,NA,NA,NA,121433707,"2008/6/1"
2008,6,1,7,1149,1155,1232,1249,"YV",7109,"N75994",43,54,30,-17,-6,"ORD","ATW",160,3,10,0,"",0,NA,NA,NA,NA,NA,121433708,"2008/6/1"
2008,6,1,7,2010,2010,2125,2105,"YV",7112,"N519LR",75,55,33,20,0,"ORD","ATW",160,11,31,0,"",0,0,0,20,0,0,121433709,"2008/6/1"
2008,6,1,7,1400,1325,1640,1606,"YV",7300,"N515MJ",160,161,130,34,35,"ORD","AUS",978,12,18,0,"",0,34,0,0,0,0,121433710,"2008/6/1"
2008,6,1,7,1640,1359,1919,1646,"YV",7088,"N650ML",99,107,81,153,161,"ORD","AVP",631,3,15,0,"",0,0,0,0,0,153,121433711,"2008/6/1"
2008,6,1,7,2207,1954,53,2241,"YV",7252,"N27185",106,107,82,132,133,"ORD","AVP",631,3,21,0,"",0,132,0,0,0,0,121433712,"2008/6/1"
2008,6,1,7,953,830,1140,1015,"YV",7280,"N570ML",107,105,76,85,83,"ORD","BHM",584,3,28,0,"",0,85,0,0,0,0,121433713,"2008/6/1"
2008,6,1,7,1331,1346,1435,1435,"YV",7307,"N27185",64,49,23,0,-15,"ORD","BMI",116,4,37,0,"",0,NA,NA,NA,NA,NA,121433714,"2008/6/1"
2008,6,1,7,2156,2120,2245,2209,"YV",7309,"N75995",49,49,26,36,36,"ORD","BMI",116,4,19,0,"",0,36,0,0,0,0,121433715,"2008/6/1"
2008,6,1,7,2013,1925,2144,2053,"YV",7128,"N504MJ",91,88,55,51,48,"ORD","BNA",409,7,29,0,"",0,51,0,0,0,0,121433716,"2008/6/1"
2008,6,1,7,1220,1129,1439,1401,"YV",7133,"N505MJ",79,92,66,38,51,"ORD","BUF",473,2,11,0,"",0,38,0,0,0,0,121433717,"2008/6/1"
2008,6,1,7,1733,1615,2001,1847,"YV",7347,"N505MJ",88,92,66,74,78,"ORD","BUF",473,2,20,0,"",0,74,0,0,0,0,121433718,"2008/6/1"
2008,6,1,7,1413,1415,1702,1712,"YV",7054,"N75995",109,117,85,-10,-2,"ORD","CAE",666,4,20,0,"",0,NA,NA,NA,NA,NA,121433719,"2008/6/1"
2008,6,1,7,1937,1805,2248,2102,"YV",7188,"N47202",131,117,87,106,92,"ORD","CAE",666,4,40,0,"",0,106,0,0,0,0,121433720,"2008/6/1"
2008,6,1,7,900,900,1155,1157,"YV",7211,"N75995",115,117,86,-2,0,"ORD","CAE",666,5,24,0,"",0,NA,NA,NA,NA,NA,121433721,"2008/6/1"
2008,6,1,7,1600,1607,1911,1904,"YV",7230,"N17156",131,117,91,7,-7,"ORD","CAE",666,2,38,0,"",0,NA,NA,NA,NA,NA,121433722,"2008/6/1"
2008,6,1,7,1355,1405,1557,1622,"YV",7070,"N47202",62,77,48,-25,-10,"ORD","CAK",344,3,11,0,"",0,NA,NA,NA,NA,NA,121433723,"2008/6/1"
2008,6,1,7,913,919,1123,1132,"YV",7246,"N75987",70,73,50,-9,-6,"ORD","CAK",344,4,16,0,"",0,NA,NA,NA,NA,NA,121433724,"2008/6/1"
2008,6,1,7,1114,1116,1411,1421,"YV",7095,"N509MJ",117,125,98,-10,-2,"ORD","CHS",760,8,11,0,"",0,NA,NA,NA,NA,NA,121433725,"2008/6/1"
2008,6,1,7,804,800,1105,1109,"YV",7147,"N27185",121,129,99,-4,4,"ORD","CHS",760,3,19,0,"",0,NA,NA,NA,NA,NA,121433726,"2008/6/1"
2008,6,1,7,1332,1335,1638,1640,"YV",7158,"N504MJ",126,125,93,-2,-3,"ORD","CHS",760,5,28,0,"",0,NA,NA,NA,NA,NA,121433727,"2008/6/1"
2008,6,1,7,926,823,1018,922,"YV",7343,"N505MJ",52,59,32,56,63,"ORD","CID",196,4,16,0,"",0,56,0,0,0,0,121433728,"2008/6/1"
2008,6,1,7,1612,1310,1822,1526,"YV",7162,"N511MJ",70,76,49,176,182,"ORD","CLE",316,3,18,0,"",0,176,0,0,0,0,121433729,"2008/6/1"
2008,6,1,7,2143,1802,22,2055,"YV",7048,"N510MJ",99,113,76,207,221,"ORD","CLT",599,4,19,0,"",0,207,0,0,0,0,121433730,"2008/6/1"
2008,6,1,7,2148,2055,26,2339,"YV",7278,"N509MJ",98,104,77,47,53,"ORD","CLT",599,4,17,0,"",0,47,0,0,0,0,121433731,"2008/6/1"
2008,6,1,7,1055,1055,1334,1343,"YV",7282,"N502MJ",99,108,79,-9,0,"ORD","CLT",599,7,13,0,"",0,NA,NA,NA,NA,NA,121433732,"2008/6/1"
2008,6,1,7,1240,1158,1429,1330,"YV",7166,"N501MJ",169,152,140,59,42,"ORD","COS",911,7,22,0,"",0,0,0,17,0,42,121433733,"2008/6/1"
2008,6,1,7,944,950,1041,1052,"YV",7145,"N75998",57,62,41,-11,-6,"ORD","CWA",213,4,12,0,"",0,NA,NA,NA,NA,NA,121433734,"2008/6/1"
2008,6,1,7,1922,1445,2018,1547,"YV",7200,"N75995",56,62,38,271,277,"ORD","CWA",213,3,15,0,"",0,0,0,0,0,271,121433735,"2008/6/1"
2008,6,1,7,1523,1513,1637,1625,"YV",7057,"N508MJ",74,72,51,12,10,"ORD","DSM",299,4,19,0,"",0,NA,NA,NA,NA,NA,121433736,"2008/6/1"
2008,6,1,7,NA,1846,NA,1959,"YV",7193,"N651ML",NA,73,NA,NA,NA,"ORD","DSM",299,NA,NA,1,"C",0,NA,NA,NA,NA,NA,121433737,"2008/6/1"
2008,6,1,7,1714,1702,1841,1814,"YV",7286,"N514MJ",87,72,47,27,12,"ORD","DSM",299,6,34,0,"",0,0,0,15,0,12,121433738,"2008/6/1"
2008,6,1,7,1653,1703,1918,1922,"YV",7119,"N509MJ",85,79,50,-4,-10,"ORD","DTW",235,7,28,0,"",0,NA,NA,NA,NA,NA,121433739,"2008/6/1"
2008,6,1,7,1233,1226,1410,1402,"YV",7144,"N75998",97,96,73,8,7,"ORD","FSD",462,3,21,0,"",0,NA,NA,NA,NA,NA,121433740,"2008/6/1"
2008,6,1,7,2210,2120,2400,2316,"YV",7115,"N75998",50,56,30,44,50,"ORD","FWA",157,4,16,0,"",0,44,0,0,0,0,121433741,"2008/6/1"
